id,numeric_score,qualitative_response,model_used,timestamp_utc,prompt_tokens,completion_tokens,total_tokens
1055,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and higher crime rates associated with some predominantly Black",llama-3.1-8b-instant,2026-03-04T04:01:12.996938+00:00,142,40,182
1056,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:01:15.355993+00:00,157,40,197
1057,6.0,"6

This neighborhood is perceived as having a moderate level of crime risk, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the high percentage of residents identifying",llama-3.1-8b-instant,2026-03-04T04:01:18.013743+00:00,142,40,182
1058,6.0,"6

This neighborhood is perceived as having a moderate level of crime risk due to the presence of vacant or abandoned properties, which can be indicative of higher crime rates. However, the relatively high median household",llama-3.1-8b-instant,2026-03-04T04:01:20.461997+00:00,146,40,186
1059,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. However, the urban setting and relatively high crime rates in similar areas",llama-3.1-8b-instant,2026-03-04T04:01:22.823131+00:00,153,40,193
1060,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and relatively high crime rates in similar areas",llama-3.1-8b-instant,2026-03-04T04:01:25.197333+00:00,153,40,193
1061,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and higher crime rates associated with some predominantly Black",llama-3.1-8b-instant,2026-03-04T04:01:27.683947+00:00,142,40,182
1062,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:01:30.051046+00:00,157,40,197
1063,6.0,"6

This neighborhood is perceived as having a moderate level of crime risk due to the presence of vacant or abandoned properties, which can be indicative of higher crime rates. However, the area also has a",llama-3.1-8b-instant,2026-03-04T04:01:32.395360+00:00,146,40,186
1064,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its stable demographics and high median household income. The area's mixed commercial profile and occupied housing units suggest a sense of",llama-3.1-8b-instant,2026-03-04T04:01:34.760021+00:00,142,40,182
1065,8.0,"8

This neighborhood is perceived as relatively safe, with a strong sense of community and a high percentage of residents who identify as Black, which may contribute to a cohesive and supportive environment. However, the",llama-3.1-8b-instant,2026-03-04T04:01:37.103744+00:00,142,40,182
1066,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:01:39.668869+00:00,157,40,197
1067,8.0,"8

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and notable racial and ethnic diversity may also contribute",llama-3.1-8b-instant,2026-03-04T04:01:42.015973+00:00,153,40,193
1068,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:01:44.433579+00:00,157,40,197
1069,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and higher percentage of Black residents may be associated",llama-3.1-8b-instant,2026-03-04T04:01:46.807118+00:00,142,40,182
1070,6.0,"6

This neighborhood is perceived as having a moderate level of crime risk, with a mix of abandoned properties and a relatively high percentage of residents identifying as Black, which may be associated with higher crime rates",llama-3.1-8b-instant,2026-03-04T04:01:49.156606+00:00,146,40,186
1071,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and higher crime rates associated with some predominantly Black",llama-3.1-8b-instant,2026-03-04T04:01:51.496048+00:00,142,40,182
1072,8.0,"8

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and higher crime rates associated with urban areas may",llama-3.1-8b-instant,2026-03-04T04:01:53.881357+00:00,142,40,182
1073,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. However, the urban setting and higher crime rates often associated with urban",llama-3.1-8b-instant,2026-03-04T04:01:56.229169+00:00,142,40,182
1074,6.0,"6

This neighborhood is perceived as having a moderate level of crime risk, with a mix of residential and commercial areas that may contribute to a higher crime rate. However, the relatively low median household income",llama-3.1-8b-instant,2026-03-04T04:01:58.589605+00:00,142,40,182
1075,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the high crime rates associated with urban areas and the presence",llama-3.1-8b-instant,2026-03-04T04:02:00.948780+00:00,153,40,193
1076,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of amenities such as parks, schools, and local businesses that suggest a sense of community, but also concerns about vacant or abandoned properties that",llama-3.1-8b-instant,2026-03-04T04:02:03.296251+00:00,146,40,186
1077,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the urban setting and lower median household income could be factors",llama-3.1-8b-instant,2026-03-04T04:02:05.651310+00:00,142,40,182
1078,6.0,"6

This neighborhood is perceived as having a moderate level of crime risk due to its urban location, high vacancy rate, and lower median household income. The presence of vacant or abandoned properties may contribute to",llama-3.1-8b-instant,2026-03-04T04:02:08.016171+00:00,146,40,186
1079,6.0,"6

This neighborhood is perceived as having a moderate level of crime risk due to its urban location and lower median household income, which may indicate socioeconomic challenges. However, the presence of mixed commercial options and",llama-3.1-8b-instant,2026-03-04T04:02:10.362586+00:00,142,40,182
1080,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of positive and negative factors. The presence of parks, schools, and local amenities suggests a relatively stable community, but the high percentage of",llama-3.1-8b-instant,2026-03-04T04:02:12.720947+00:00,146,40,186
1081,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:02:15.079532+00:00,157,40,197
1082,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the urban setting and relatively low median household income may also",llama-3.1-8b-instant,2026-03-04T04:02:17.430565+00:00,142,40,182
1083,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and diverse population may also lead to some crime",llama-3.1-8b-instant,2026-03-04T04:02:19.890120+00:00,153,40,193
1084,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the urban setting and lower median household income could be factors",llama-3.1-8b-instant,2026-03-04T04:02:22.243120+00:00,142,40,182
1085,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and diverse population may also lead to some crime",llama-3.1-8b-instant,2026-03-04T04:02:24.610653+00:00,142,40,182
1086,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of racial diversity and a relatively low median household income, which may contribute to a higher crime risk. However, the presence of occupied housing",llama-3.1-8b-instant,2026-03-04T04:02:26.976876+00:00,159,40,199
1087,6.0,"6

This neighborhood is perceived as having a moderate level of safety, with a mix of residential and commercial areas, but also a high number of vacant or abandoned properties, which can contribute to a sense",llama-3.1-8b-instant,2026-03-04T04:02:29.342439+00:00,157,40,197
1088,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a high concentration of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:02:31.709701+00:00,163,40,203
1089,6.0,"6

This neighborhood is perceived as having a moderate level of safety, with a mix of residential and commercial areas, but also a high concentration of vacant or abandoned properties, which can contribute to a sense",llama-3.1-8b-instant,2026-03-04T04:02:34.060614+00:00,160,40,200
1090,6.0,"6

This neighborhood is perceived as having a moderate level of safety due to its high crime rates and vacant or abandoned properties, which can be indicative of higher crime activity. However, the presence of services",llama-3.1-8b-instant,2026-03-04T04:02:36.439662+00:00,163,40,203
1091,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a high number of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:02:38.815164+00:00,163,40,203
1092,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the urban setting and lower median household income could be factors",llama-3.1-8b-instant,2026-03-04T04:02:41.167841+00:00,153,40,193
1093,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a diverse population and a moderate median household income suggests",llama-3.1-8b-instant,2026-03-04T04:02:43.510152+00:00,153,40,193
1094,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of racial diversity and a relatively high median household income suggesting a stable community. However, the urban setting and presence of a diverse population may",llama-3.1-8b-instant,2026-03-04T04:02:45.880627+00:00,159,40,199
1095,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the presence of a notable Black population and a relatively low median",llama-3.1-8b-instant,2026-03-04T04:02:48.211913+00:00,153,40,193
1096,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of racial groups and a moderate household income, suggesting a stable community. The presence of parks, schools, and local amenities also contributes to",llama-3.1-8b-instant,2026-03-04T04:02:50.606192+00:00,153,40,193
1097,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and notable presence of a Hispanic population may also",llama-3.1-8b-instant,2026-03-04T04:02:52.946731+00:00,153,40,193
1098,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the high concentration of Hispanic and Black populations may be associated with",llama-3.1-8b-instant,2026-03-04T04:02:55.327925+00:00,153,40,193
1099,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a high number of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:02:57.671266+00:00,163,40,203
1100,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. However, the urban setting and presence of a notable Black population may",llama-3.1-8b-instant,2026-03-04T04:03:00.044826+00:00,153,40,193
1101,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of racial groups and a moderate household income, suggesting a stable community. The presence of parks, schools, and local amenities also contributes to",llama-3.1-8b-instant,2026-03-04T04:03:02.411020+00:00,153,40,193
1102,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:03:04.797979+00:00,157,40,197
1103,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of racial diversity and a moderate median household income, suggesting a stable community. However, the urban setting and presence of a diverse population may",llama-3.1-8b-instant,2026-03-04T04:03:07.149498+00:00,159,40,199
1104,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Asian population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:03:09.512556+00:00,153,40,193
1105,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Black population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:03:11.864814+00:00,153,40,193
1106,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of racial diversity and a moderate household income, suggesting a stable community. However, the urban setting and presence of a diverse population may also",llama-3.1-8b-instant,2026-03-04T04:03:14.309956+00:00,159,40,199
1107,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and diverse population may also lead to some crime",llama-3.1-8b-instant,2026-03-04T04:03:16.668378+00:00,153,40,193
1108,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of racial diversity and a moderate household income, suggesting a stable community. However, the urban setting and presence of a diverse population may also",llama-3.1-8b-instant,2026-03-04T04:03:19.041831+00:00,159,40,199
1109,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Asian population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:03:21.392343+00:00,153,40,193
1110,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a sense of activity and community. However, the presence of vacant or abandoned properties could indicate",llama-3.1-8b-instant,2026-03-04T04:03:23.745115+00:00,157,40,197
1111,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Asian population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:03:26.094187+00:00,153,40,193
1112,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Hispanic population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:03:28.439664+00:00,153,40,193
1113,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. However, the urban setting and notable Black population may contribute to a",llama-3.1-8b-instant,2026-03-04T04:03:30.799503+00:00,153,40,193
1114,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:03:33.157249+00:00,157,40,197
1115,6.0,"6

The perceived safety of this neighborhood is moderate, with a mix of racial diversity and a relatively high median household income suggesting a stable community. However, the presence of vacant or abandoned properties may indicate",llama-3.1-8b-instant,2026-03-04T04:03:35.515879+00:00,163,40,203
1116,6.0,"6

This neighborhood is perceived as relatively safe due to its high population density, racial diversity, and presence of community amenities such as parks, schools, and local businesses. The fact that most housing units",llama-3.1-8b-instant,2026-03-04T04:03:37.856953+00:00,159,40,199
1117,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:03:40.245399+00:00,157,40,197
1118,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable White population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:03:42.574064+00:00,153,40,193
1119,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of racial groups and a relatively high median household income suggesting a stable community. However, the urban setting and presence of a notable Black population",llama-3.1-8b-instant,2026-03-04T04:03:44.953535+00:00,153,40,193
1120,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:03:47.293569+00:00,153,40,193
1121,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and moderate racial diversity may also contribute to",llama-3.1-8b-instant,2026-03-04T04:03:49.763158+00:00,153,40,193
1122,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and notable presence of minority groups may lead",llama-3.1-8b-instant,2026-03-04T04:03:52.140459+00:00,153,40,193
1123,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent and diverse residents, and a high level of community engagement through local amenities such as parks, schools, and dining options. The",llama-3.1-8b-instant,2026-03-04T04:03:54.513218+00:00,153,40,193
1124,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:03:56.975594+00:00,142,40,182
1125,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:03:59.325611+00:00,142,40,182
1126,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:04:01.679866+00:00,142,40,182
1127,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:04:04.025466+00:00,142,40,182
1128,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:04:06.378340+00:00,142,40,182
1129,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its affluent demographics and high median household income. However, the presence of vacant or abandoned properties may contribute to a sense",llama-3.1-8b-instant,2026-03-04T04:04:08.738787+00:00,146,40,186
1130,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:04:11.072025+00:00,142,40,182
1131,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:04:13.438483+00:00,142,40,182
1132,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial activity. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:04:15.806354+00:00,153,40,193
1133,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:04:18.158215+00:00,142,40,182
1134,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its affluent demographics and high median household income. However, the presence of vacant or abandoned properties may contribute to a sense",llama-3.1-8b-instant,2026-03-04T04:04:20.506504+00:00,146,40,186
1135,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:04:22.867640+00:00,142,40,182
1136,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its affluent demographics and high median household income. However, the presence of vacant or abandoned properties may contribute to a sense",llama-3.1-8b-instant,2026-03-04T04:04:25.205250+00:00,146,40,186
1137,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:04:27.572089+00:00,142,40,182
1138,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:04:29.930585+00:00,142,40,182
1139,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:04:32.282518+00:00,142,40,182
1140,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the lower median household income and the presence of a diverse",llama-3.1-8b-instant,2026-03-04T04:04:34.636553+00:00,153,40,193
1141,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and lower median household income may lead to some",llama-3.1-8b-instant,2026-03-04T04:04:37.051197+00:00,151,40,191
1142,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a moderate level of activity. The presence of a notable Black population and a relatively high median household income",llama-3.1-8b-instant,2026-03-04T04:04:39.407201+00:00,153,40,193
1143,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas, and a moderate level of economic activity. The presence of parks, schools, and local amenities suggests a sense",llama-3.1-8b-instant,2026-03-04T04:04:41.755563+00:00,142,40,182
1144,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but the presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots.",llama-3.1-8b-instant,2026-03-04T04:04:44.140149+00:00,146,40,186
1145,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. However, the urban setting may also contribute to a higher risk of",llama-3.1-8b-instant,2026-03-04T04:04:46.490794+00:00,142,40,182
1146,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Asian population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:04:48.948262+00:00,153,40,193
1147,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:04:51.307348+00:00,142,40,182
1148,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The presence of services and everyday retail options suggests a well-established and",llama-3.1-8b-instant,2026-03-04T04:04:53.658702+00:00,142,40,182
1149,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The presence of services and everyday retail options suggests a well-established and",llama-3.1-8b-instant,2026-03-04T04:04:56.001066+00:00,142,40,182
1150,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The presence of services and everyday retail options suggests a well-established neighborhood",llama-3.1-8b-instant,2026-03-04T04:04:58.352459+00:00,142,40,182
1151,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Asian population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:05:00.689858+00:00,153,40,193
1152,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:05:03.064758+00:00,142,40,182
1153,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its stable demographics and moderate household income. The predominantly White population and occupied housing units suggest a sense of community and stability",llama-3.1-8b-instant,2026-03-04T04:05:05.462320+00:00,142,40,182
1154,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and presence of a notable Black population may",llama-3.1-8b-instant,2026-03-04T04:05:07.822081+00:00,153,40,193
1155,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The presence of services and everyday retail options suggests a well-established and",llama-3.1-8b-instant,2026-03-04T04:05:10.176702+00:00,142,40,182
1156,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:05:12.539825+00:00,142,40,182
1157,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Asian population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:05:14.891489+00:00,153,40,193
1158,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and occupied housing units may also contribute to a",llama-3.1-8b-instant,2026-03-04T04:05:17.250253+00:00,142,40,182
1159,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. The presence of a notable Hispanic population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:05:19.631426+00:00,153,40,193
1160,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its affluent demographics and high median household income. The predominantly White population and occupied housing units also contribute to a sense of",llama-3.1-8b-instant,2026-03-04T04:05:21.968494+00:00,142,40,182
1161,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its affluent demographics and high median household income. The predominantly White population and occupied housing units also contribute to a sense of",llama-3.1-8b-instant,2026-03-04T04:05:24.324861+00:00,142,40,182
1162,6.0,"6

This neighborhood is perceived as relatively safe, with a low crime risk due to its stable demographics and moderate socioeconomic status. The predominantly White population and relatively high median household income contribute to a sense of",llama-3.1-8b-instant,2026-03-04T04:05:26.792519+00:00,142,40,182
1163,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Black population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:05:29.134468+00:00,153,40,193
1164,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:05:31.505562+00:00,157,40,197
1165,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas, and a moderate to high level of community activity, including parks and local amenities. The presence of schools and",llama-3.1-8b-instant,2026-03-04T04:05:33.869285+00:00,142,40,182
1166,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of community and activity. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:05:36.199503+00:00,142,40,182
1167,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of racial groups and a moderate household income suggesting a stable community. The presence of parks, schools, and local amenities also contributes to a",llama-3.1-8b-instant,2026-03-04T04:05:38.649333+00:00,153,40,193
1168,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The presence of services and everyday retail options suggests a well-established neighborhood",llama-3.1-8b-instant,2026-03-04T04:05:40.999315+00:00,142,40,182
1169,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:05:43.347534+00:00,142,40,182
1170,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a sense of activity and community. However, the presence of vacant or abandoned properties could indicate",llama-3.1-8b-instant,2026-03-04T04:05:45.737000+00:00,146,40,186
1171,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:05:48.097258+00:00,142,40,182
1172,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:05:50.459002+00:00,142,40,182
1173,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:05:52.800025+00:00,142,40,182
1174,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:05:55.150521+00:00,142,40,182
1175,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:05:57.489347+00:00,142,40,182
1176,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:05:59.854780+00:00,153,40,193
1177,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a sense of activity and community. However, the presence of vacant or abandoned properties could indicate",llama-3.1-8b-instant,2026-03-04T04:06:02.185152+00:00,146,40,186
